SMILES	synton_id	synton#	reaction_id
Clc1cc2cc(-c3ccsc3)cnc2cc1Cl	10568	2	arylation
Clc1ccccc1/N=N\C1=C2CCCCN2CCC1	10569	2	arylation
N#CC1(Nc2ccc(-c3ccc(Cl)cc3)cc2)CCCC1	10570	2	arylation
Nc1ncnc(Nc2cccc(Cl)c2)n1	10571	2	arylation
Clc1nc(Nc2ccccc2)c2nc[nH]c2n1	10572	2	arylation
O=C(/C=C/c1ccccc1Cl)Nc1ccc(Cl)cn1	10573	2	arylation
NNc1cnn(-c2ccccc2)c(=O)c1Cl	10574	2	arylation
Nc1nnc2ccc(Cl)cc2[n+]1[O-]	10575	2	arylation
Nc1nc(COc2ccc(Cl)cc2)cs1	10576	2	arylation
Clc1ccc2[nH]c(-c3nc(-c4ccccc4)no3)cc2c1	10577	2	arylation
CCC1SC2=NCCN2C1(O)c1ccc(Cl)cc1	10578	2	arylation
C=C1C(C)=C(C#N)C(=O)N1c1cc(Cl)cc(Cl)c1	10579	2	arylation
CC(=O)N(C1=NCCCS1)c1ccc(Cl)cc1	10580	2	arylation
N#CCc1nc2c(O)nc3cc(Cl)ccc3n2n1	10581	2	arylation
C=C(CCCC)C(=O)Nc1ccc(Cl)c(Cl)c1	10582	2	arylation
CC(=O)c1c(C)nc2cc(Cl)ccc2c1N	10583	2	arylation
CCCSc1cc(Cl)nc(N)n1	10584	2	arylation
O=C(COc1ccc(Cl)cc1)Nc1ccc(Cl)cn1	10585	2	arylation
CCOC(=O)[C@H]1C[C@]12C(=O)Nc1ccc(Cl)cc12	10586	2	arylation
O=C(c1ccc(Cl)c(F)c1F)N1CCCC1	10587	2	arylation
Sc1n[nH]c(-c2cc(Cl)ccc2Cl)n1	10588	2	arylation
CCNC(=O)COC(=O)COc1ccc(Cl)cc1C	10589	2	arylation
NC(=O)N1c2ccccc2C=Cc2cc(Cl)ccc21	10590	2	arylation
CCC(=O)Nc1ccc(Cl)c(Cl)c1	10591	2	arylation
CCc1nc(Cl)nc(Cl)c1Cl	10592	2	arylation
Cc1cccc(C2=NNC(=O)C(c3ccc(Cl)cc3)C2)c1	10593	2	arylation
Nc1cc(=O)[nH]c(SCc2ccccc2Cl)n1	10594	2	arylation
O=C(/C=C1\CCc2cc(Cl)c(F)cc21)NC1CC1	10595	2	arylation
CCOC(=O)C1CCC(=O)N1C(=O)c1cccc(Cl)c1	10596	2	arylation
Clc1ccc2oc3c(Cl)c(Cl)ccc3c2c1	10597	2	arylation
O=c1[nH]c(-c2ccccc2Cl)nc2c1oc1ccccc12	10598	2	arylation
O=C(CN1CCOCC1)Nc1ccc(Cl)cn1	10599	2	arylation
Clc1cccc(Nc2c3c(nc4ncnn24)CCC3)c1	10600	2	arylation
Cc1cc(NC(=O)Nc2ccc(Cl)cc2)no1	10601	2	arylation
O=C1CC(c2cccc(Cl)c2)c2cc3c(cc2N1)CCC3	10602	2	arylation
O=C1CN(c2ccc(Cl)cc2)C2(CCCCC2)S1	10603	2	arylation
S=C(NCCN1CCOCC1)Nc1ccccc1Cl	10604	2	arylation
CCN1CCN(S(=O)(=O)c2ccc(Cl)nc2)CC1	10605	2	arylation
COc1cccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)c1	10606	2	arylation
Cc1nc(Cl)cc(N/N=C/c2ccc(O)cc2)n1	10607	2	arylation
COc1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1	10608	2	arylation
Clc1ccc(Nc2nc(Cl)nc3[nH]cnc23)cc1	10609	2	arylation
Fc1ccc(Nc2nc(Cl)nc3[nH]cnc23)cc1	10610	2	arylation
OCC(O)COc1c(Cl)ccc(Cl)c1Cl	10611	2	arylation
N=C(N)N/N=C/c1cccc(Cl)c1Cl	10612	2	arylation
Oc1ccc(/C=N/Nc2nccnc2Cl)c(O)c1	10613	2	arylation
CC1NOC(=O)C1/N=N/c1cccc(Cl)c1	10614	2	arylation
Cn1nnc2c(NCc3ccc(Cl)cc3)ncnc21	10615	2	arylation
CC1NOC(=O)C1/N=N/c1ccccc1Cl	10616	2	arylation
Cc1cc(-c2nnnn2-c2cc(Cl)cc(Cl)c2)no1	10617	2	arylation
CC(=O)Nc1cc(N2C(=O)CCC2=O)ccc1Cl	10618	2	arylation
Oc1cc2c(cc1Cl)CCN=C(c1ccccc1)N2	10619	2	arylation
O=C(NN=C1CCCC1)c1sc2ccccc2c1Cl	10620	2	arylation
ClCc1ncc(-c2ccc(Cl)cc2)o1	10621	2	arylation
S=C(Nc1ccccc1Cl)N1CCCCCC1	10622	2	arylation
Cl/C(=N\Nc1ccccc1)c1ccc(Cl)cc1Cl	10623	2	arylation
CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl	10624	2	arylation
CCOC(=O)c1sc(Nc2cccc(Cl)c2)nc1C	10625	2	arylation
OCCCNc1nc(Cl)nc2[nH]cnc12	10626	2	arylation
O=S1(=O)CCOCCCN1Cc1cccc(Cl)c1	10627	2	arylation
Cn1c(C(O)c2ccc(Cl)cc2)nc(Cl)c1Cl	10628	2	arylation
O=[N+]([O-])c1cc(Cl)c(N=C2NCCN2)c(Cl)c1	10629	2	arylation
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl	10630	2	arylation
O=C(NC1CC1)c1sc2ccccc2c1Cl	10631	2	arylation
O=C(NN1CCCC1)Oc1ccc(Cl)cc1	10632	2	arylation
CCCCCCCc1c(Cl)nc(Cl)nc1Cl	10633	2	arylation
Cc1nn(C(=O)c2c([N+](=O)[O-])cnn2C)c(C)c1Cl	10634	2	arylation
Cc1ccc(C(=O)NCCOc2ccc(Cl)cc2)cc1	10635	2	arylation
O=C(Nc1nnc(-c2ccco2)o1)c1ccc(Cl)cc1	10636	2	arylation
Clc1ccccc1SCc1nc2ccccc2[nH]1	10637	2	arylation
Cc1cc[nH]c1C(=O)NCc1c(F)cccc1Cl	10638	2	arylation
Cc1nc2cnccn2c1Nc1ccc(Cl)cc1	10639	2	arylation
Cn1c(-c2ccc(Cl)cc2)cnc1N	10640	2	arylation
O=S1NC(Cc2cc3ccccc3cc2Cl)=NO1	10641	2	arylation
N#C/C(=C1/Nc2ccccc2S1)c1cccc(Cl)n1	10642	2	arylation
N=C(N)N1N=C(c2ccccc2)CC1c1ccc(Cl)cc1	10643	2	arylation
Clc1cccc(CN2CCc3c([nH]c4ccccc34)C2)c1	10644	2	arylation
CCN1CC(=O)N(c2c(C)cccc2Cl)C1=S	10645	2	arylation
Cc1cn(Cc2cccc(Cl)c2)c(=O)[nH]c1=O	10646	2	arylation
O=C(Nc1nccs1)c1cc([N+](=O)[O-])ccc1Cl	10647	2	arylation
CCOC(=O)c1cc(-c2c(Cl)cccc2Cl)no1	10648	2	arylation
CCOc1nc(-c2ccccc2Cl)nc2ccccc12	10649	2	arylation
CCN1C(=O)C(=O)N(c2cc(Cl)ccc2C)C1=S	10650	2	arylation
Oc1ccc(-c2ccccc2)cc1Cl	10651	2	arylation
CN1CCCN(c2nc3cc(Cl)ccc3[nH]c2=O)CC1	10652	2	arylation
CN(CC(=O)Nc1ccc(Cl)cc1)C1CCCCC1	10653	2	arylation
Clc1ccc(-c2c[nH]c(-c3cccnc3)n2)cc1Cl	10654	2	arylation
CCCC(=O)n1[nH]c(=O)n(-c2ccc(Cl)cc2)c1=O	10655	2	arylation
COCC(=O)N1CCC2CC1c1cc(Cl)ccc12	10656	2	arylation
Clc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1	10657	2	arylation
COCCNC(=O)/C=C/c1c(Cl)cccc1Cl	10658	2	arylation
CC(=O)c1cc2c(Cl)cccc2s1	10659	2	arylation
Cc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1	10660	2	arylation
CCOC(=O)N/N=C(/N)Cc1ccc(Cl)cc1	10661	2	arylation
Cc1nn(C)c(C)c1NC(=O)c1ccc(Cl)cc1	10662	2	arylation
CC(C)=CN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1	10663	2	arylation
Clc1ccc2nnc3c(-c4cccs4)cnn3c2c1	10664	2	arylation
O=C(NNC(=O)C1CC=CCC1)c1ccccc1Cl	10665	2	arylation
O=C(c1c(Cl)cccc1Cl)N1CCCCCC1	10666	2	arylation
O=C(OCc1cnc(Cl)s1)c1c(F)cccc1F	10667	2	arylation
Clc1ccc2oc3ccc(Cl)cc3c2c1	10668	2	arylation
N#Cc1nc(-c2ccc(Cl)cc2)oc1NCc1ccco1	10669	2	arylation
Cc1ccc(NC(=O)COC(=O)C2CC2)cc1Cl	10670	2	arylation
CSc1ccccc1NC(=O)Nc1cccc(Cl)c1	10671	2	arylation
CCOC(=O)CCCn1cnc2cccc(Cl)c2c1=O	10672	2	arylation
Clc1ccc(OCc2nc3cc(Cl)ccc3[nH]2)cc1	10673	2	arylation
Clc1cc(Cl)c2nc(N3CCCCC3)sc2c1	10674	2	arylation
N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	10675	2	arylation
Cc1[nH]c2ncnc(Nc3ccc(Cl)cc3)c2c1C	10676	2	arylation
CC1(C)CSC(Nc2ccc(F)c(Cl)c2)=N1	10677	2	arylation
N#C/C(=C\c1ccco1)c1ccc(Cl)c(Cl)c1	10678	2	arylation
O=Cc1ccc(-c2ccc(Cl)cc2)o1	10679	2	arylation
Cc1cc(NC(=O)c2ccc(Cl)cc2)n(CCC#N)n1	10680	2	arylation
Cn1c(-c2cccc(Cl)c2)nc2c3ccccc3ccc21	10681	2	arylation
O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc(Cl)cc1O	10682	2	arylation
Nc1nnc(-c2ccc(Cl)cc2)o1	10683	2	arylation
Clc1cccc(OCCCn2ccnc2)c1	10684	2	arylation
CCOc1c2c(nc3ccc(Cl)cc13)CCC2	10685	2	arylation
CSc1nc2cc(Cl)c(Cl)cc2n1C	10686	2	arylation
Clc1ncnc2ccccc12	10687	2	arylation
O=C(Nc1ccc(Cl)cc1)c1ccc(O)nc1	10688	2	arylation
Fc1ccc(NC(S)=NCc2ccccc2Cl)cc1	10689	2	arylation
Cc1ccc(NC(=O)c2cnc(O)c(Cl)c2)cc1	10690	2	arylation
NC(=O)C1CCN(c2ccnc3cc(Cl)ccc23)CC1	10691	2	arylation
Cc1nn(C)c2c1C(c1ccccc1Cl)=NCCN2C	10692	2	arylation
N#CCCc1cc2cc[nH]c(=O)c2c2cc(Cl)ccc12	10693	2	arylation
O=C1C=C(OCCCl)CC(c2cccc(Cl)c2)O1	10694	2	arylation
O=C(N/N=C/c1ccccc1Cl)c1cnccn1	10695	2	arylation
O=C(NNc1c(Cl)cncc1Cl)c1cccs1	10696	2	arylation
Clc1ccc(Nc2ncnc3[nH]ncc23)cc1	10697	2	arylation
O=c1/c(=C/c2ccc(Cl)cc2)sc2ncnn12	10698	2	arylation
COc1ccc(-c2nc3ccccc3o2)cc1Cl	10699	2	arylation
CCOC(=O)c1cnc2c(C)ccc(Cl)c2c1O	10700	2	arylation
O=C(Nc1ccc(Cl)cn1)Nc1ccccc1F	10701	2	arylation
C=C(C)C1CC(=O)c2cc(Cl)ccc2S1	10702	2	arylation
O=C(Nc1cccc(Cl)c1)C(Cl)Cl	10703	2	arylation
O=C(Cc1cccc(Cl)c1)N[C@H]1CCOC1=O	10704	2	arylation
CSc1ccccc1OCC(=O)c1ccc(Cl)cc1	10705	2	arylation
CC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12	10706	2	arylation
Cc1c(Cl)cccc1NC(=O)NCc1ccc(C)n1C	10707	2	arylation
Clc1cccc(Cl)c1COc1ccncc1	10708	2	arylation
CC(=O)OC[C@@H]1CC[C@H](n2cc(Cl)c(=O)[nH]c2=O)O1	10709	2	arylation
Clc1ccc(C(=NN2CCCCC2)c2cccnc2)cc1	10710	2	arylation
Cc1nn(-c2ccc(Cl)cc2)c(=O)c2c(N)scc12	10711	2	arylation
Cc1nnc(Cl)c2nn(-c3ccccc3F)c(C)c12	10712	2	arylation
Nc1nc(Cl)cc(Oc2ccccc2F)n1	10713	2	arylation
COc1ccc2cc(-c3cccnc3)ccc2c1Cl	10714	2	arylation
O=C1/C(=C\N=N\c2ccc(Cl)cc2)Nc2ccccc21	10715	2	arylation
CN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1	10716	2	arylation
O=[N+]([O-])c1cc(Cl)ccc1Cl	10717	2	arylation
Cn1c(-c2ccccc2)c(Cl)c(=O)[nH]c1=O	10718	2	arylation
N#C/C(=C/c1ccc(Cl)cc1)C(=O)c1ccc[nH]1	10719	2	arylation
Clc1ccc2nc(-c3cccs3)ccc2c1	10720	2	arylation
Clc1ccccc1C1=NOC(c2ccccc2Cl)O1	10721	2	arylation
Cn1ccc(C(=O)OCC(=O)Nc2cccc(Cl)c2)n1	10722	2	arylation
O=C(/C=C/c1cccc(Cl)c1)Nc1ncccn1	10723	2	arylation
CNNC1=NS(=O)(=O)c2cc(C)c(Cl)cc2S1	10724	2	arylation
Oc1cc(-c2ccc(Cl)cc2)nc(N2CCOCC2)c1	10725	2	arylation
Clc1ccc(-c2nc3n(n2)Cc2ccccc2-3)cc1	10726	2	arylation
CN1C2CC1CN(c1ccc(Cl)nc1)C2	10727	2	arylation
O=c1[nH]c(-c2ccc(Cl)cc2)cc2ncccc12	10728	2	arylation
CC(=C\c1ccccc1Cl)/C(C)=N/O	10729	2	arylation
Cc1cc(OCC(=O)N2CCCC2)ccc1Cl	10730	2	arylation
O=C(Oc1cncc(Cl)c1)c1cccc([N+](=O)[O-])c1	10731	2	arylation
O=C(Nc1nnc(-c2ccccc2)o1)c1ccc(Cl)cc1	10732	2	arylation
O=C1Nc2ccccc2O/C1=C\c1c(F)cccc1Cl	10733	2	arylation
Cc1ccc2c(Cl)c(Cc3ccccc3)cnc2n1	10734	2	arylation
O=C(CCCOc1ccc(Cl)cc1)N1CCCCCC1	10735	2	arylation
N#Cc1cc(N)ccc1Oc1ccc(Cl)c(Cl)c1	10736	2	arylation
N#C[C@@H]1CCCC[C@@H]1C(=O)Nc1cc(Cl)cc(Cl)c1	10737	2	arylation
NC(=O)c1nnn(Cc2ccc(Cl)c(Cl)c2)c1N	10738	2	arylation
S=C(Nc1cccc(Cl)c1Cl)Nn1cnnc1	10739	2	arylation
CCOC(=O)[C@H]1C[C@]12C(=O)Nc1cc(Cl)ccc12	10740	2	arylation
Clc1ccc2nc(-c3ccco3)c3c(c2c1)OCCC3	10741	2	arylation
O=C(/C=C/c1ccccc1)Nc1cccc(Cl)c1	10742	2	arylation
O=C(Nc1cccc(Cl)c1)c1cnc2ccccc2n1	10743	2	arylation
NNC(=O)c1cc2c(s1)-c1cc(Cl)ccc1SC2	10744	2	arylation
CC(=O)NCCc1nc(-c2ccc(Cl)cc2)no1	10745	2	arylation
CN1CCC=C(c2ccc(Cl)cc2)C1	10746	2	arylation
COc1ccc(Cl)cc1NC(=O)CCc1ccccc1	10747	2	arylation
NC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	10748	2	arylation
O=C1C=C(N2CCOCC2)CN1c1ccc(F)c(Cl)c1	10749	2	arylation
O=C1CCCC/C1=C\Nc1ccc(Cl)cn1	10750	2	arylation
Cc1ccc(Cl)cc1NC(=O)C1CC1c1ccccc1	10751	2	arylation
Oc1cc2c(cc1O)C(c1ccccc1Cl)NCC2	10752	2	arylation
Nc1nc(Cl)cc(NCC2(CO)CCC2)n1	10753	2	arylation
Clc1ccc(CSc2nc3cccnc3[nH]2)cc1	10754	2	arylation
CCO/N=C/Nc1c(Cl)cc(Cl)cc1Cl	10755	2	arylation
CCC12CSc3nc(Cl)ccc3N1C(=O)C(=O)N2C	10756	2	arylation
O=[N+]([O-])c1ccc(Cl)c(/C=C/c2nc3ccccc3[nH]2)c1	10757	2	arylation
CC(=O)Nc1ccc(C(F)(F)F)cc1Cl	10758	2	arylation
CN1CCCCC1CC(=O)c1ccc(Cl)cc1	10759	2	arylation
CCN/C(=N\C#N)NCc1ccc(Cl)nc1	10760	2	arylation
Clc1ccc(/N=N\C2=C3CCCCN3CCC2)cc1	10761	2	arylation
N#Cc1ccc(NC(=O)CN2CCCC2)cc1Cl	10762	2	arylation
Cc1cc(CNC(=O)Cc2c(F)cccc2Cl)nn1C	10763	2	arylation
C=CCn1c(S)nnc1-c1cccc(Cl)c1	10764	2	arylation
O=C(NN=C1CCCC1)Nc1ccccc1Cl	10765	2	arylation
Cc1ccccc1-c1nc2c(Cl)cccc2c(=O)o1	10766	2	arylation
COc1cc(NC(=O)c2ccnn2C)c(OC)cc1Cl	10767	2	arylation
CCn1ccc(C(=O)Nc2cccc(Cl)c2)n1	10768	2	arylation
CCC/C(=N\C#N)N(C)Cc1ccc(Cl)nc1	10769	2	arylation
COc1c(Cl)cccc1-c1cn2ccccc2n1	10770	2	arylation
C=C1C(C)=C(C#N)C(=O)N1c1ccc(Cl)cn1	10771	2	arylation
Fc1cccc(Nc2nc(Cl)nc3[nH]cnc23)c1	10772	2	arylation
CN1CCN(c2nc3cc(Cl)ccc3o2)CC1	10773	2	arylation
C[C@]1(O)C[C@@H](CSC#N)O[C@@H](c2ccc(Cl)cc2)C1	10774	2	arylation
O=C(c1cc(-c2ccc(Cl)cc2)on1)N1CCOCC1	10775	2	arylation
CN(C)C(=O)/C=C/CSc1nc(N)cc(Cl)n1	10776	2	arylation
CC(=O)CCC1CC(c2ccc(Cl)cc2)=NO1	10777	2	arylation
Oc1cnnc(Nc2ccc(Cl)c(C(F)(F)F)c2)n1	10778	2	arylation
C/C(C(=O)NC1CC1)=C(/C)c1ccc(Cl)cc1	10779	2	arylation
CC(C)(C)OC(=O)NCCc1nc(Cl)[nH]c1Cl	10780	2	arylation
Clc1ccc(-c2nnc3n2CCCCC3)cc1	10781	2	arylation
Nc1nc2n(n1)C(=O)CC(c1ccc(Cl)cc1)N2	10782	2	arylation
O=C(Nc1ccc(Cl)cc1Cl)c1cn[nH]n1	10783	2	arylation
O=C(Cc1cc(O)nc(O)n1)NCc1ccc(Cl)cc1	10784	2	arylation
COC1CN/C(=N\[N+](=O)[O-])N(Cc2ccc(Cl)nc2)C1	10785	2	arylation
N#CCCN(N)c1nc2cc(Cl)ccc2o1	10786	2	arylation
C#CCNC(=O)/C(C)=C(\C)c1ccc(Cl)cc1	10787	2	arylation
CCO/N=C/Nc1cc(Cl)cc(Cl)c1	10788	2	arylation
C#CCc1c(Cl)cc(N/C=N/O)cc1Cl	10789	2	arylation
CCO/N=C/Nc1cc(Cl)c(OCOC)c(Cl)c1	10790	2	arylation
N#CCc1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1	10791	2	arylation
Nc1nc(O)cc(Nc2ccc(Cl)c(F)c2)n1	10792	2	arylation
Clc1ccc(-c2nc3ccccc3[nH]2)cn1	10793	2	arylation
Nc1cc(Cl)nc(OCc2cccc3ccccc23)n1	10794	2	arylation
O=C(NC1=NCCS1)c1cc(Cl)ccc1Cl	10795	2	arylation
COc1ccc(C(=O)Nc2cccc(Cl)c2)cc1	10796	2	arylation
O=C(Nc1ccc(F)cc1Cl)c1n[nH]cc1F	10797	2	arylation
O=C(Cc1ccc(Cl)cc1)NCc1ccccc1Cl	10798	2	arylation
CCC(C(=O)Nc1cccnc1Cl)c1ccccc1	10799	2	arylation
O=CN1N=C(c2ccccc2)CC1c1ccc(Cl)cc1	10800	2	arylation
O=C(COC(=O)c1cccnc1Cl)c1ccccc1	10801	2	arylation
O=C(Nc1ccccc1Cl)c1cc2ccccc2o1	10802	2	arylation
O=C(Nc1cccc(Cl)c1)c1cc2ccccc2o1	10803	2	arylation
OCc1cc(Cl)c(-c2ccc(O)cc2)c(Cl)c1	10804	2	arylation
N=C(N)Nc1ncc(Cl)cc1Br	10805	2	arylation
Cc1onc(-c2c(Cl)cccc2Cl)c1C(N)=S	10806	2	arylation
Cc1ccc(Oc2ncc(-c3ccc(Cl)cc3)cn2)cc1	10807	2	arylation
CC(c1cc2cc(Cl)ccc2o1)N(O)C(N)=O	10808	2	arylation
CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1	10809	2	arylation
C/C(=N\NC(=O)C1CCCC1)c1ccc(Cl)cc1	10810	2	arylation
CCCCOC(=O)Nc1cc(C)c(Cl)cc1OC	10811	2	arylation
Nc1c(C(=O)Nc2ccc(Cl)cc2)oc2ccccc12	10812	2	arylation
CN1C(=O)CCC(Cc2ccc(Cl)cc2)C1=O	10813	2	arylation
CN(C(=O)c1c(Cl)cccc1Cl)c1ccncc1	10814	2	arylation
COc1ccc(Cl)c(C(=O)Nc2ccncc2)c1	10815	2	arylation
COc1ccc(N(C)c2cc(Cl)ccc2CO)cc1	10816	2	arylation
O=C1CC(c2ccccc2Cl)n2ncnc2N1	10817	2	arylation
Cc1[nH]c(-c2cccnc2)nc1-c1ccc(Cl)cc1	10818	2	arylation
CCc1c(C)sc(N)c1C(=O)c1ccc(Cl)cc1	10819	2	arylation
O=C1N(c2ccc(Cl)cc2)Cc2n[nH]c(=O)n21	10820	2	arylation
Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1	10821	2	arylation
O=C(NCC1=CC2CCN1CC2)c1ccc(Cl)cc1	10822	2	arylation
O=C(Nc1ccc(Cl)nc1)c1cccc(Cl)c1	10823	2	arylation
CC(C)n1cnc2c(Nc3ccncc3)nc(Cl)nc21	10824	2	arylation
Clc1ccccc1OCCCn1ccnc1	10825	2	arylation
CC(O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)c1ccco1	10826	2	arylation
Oc1ccc2ccc(-c3cncc(F)c3)c(Cl)c2c1	10827	2	arylation
Oc1ccc2ccc(-c3cncnc3)c(Cl)c2c1	10828	2	arylation
Cc1ccc(C(=O)/C=C/c2cccc(Cl)c2)o1	10829	2	arylation
Clc1ccc2nncn2n1	10830	2	arylation
NC(=O)c1cc(Cl)c(Cl)cc1C(N)=O	10831	2	arylation
Cc1ccc(C(=O)NO)c(Cl)c1	10832	2	arylation
CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21	10833	2	arylation
Cc1nnc(NC(=O)c2ccc(Cl)c(Cl)c2)s1	10834	2	arylation
Cn1ncc(Cl)c1C(=O)N1CCCc2ccccc21	10835	2	arylation
O=C(CCN1CCOCC1)c1ccc(Cl)cc1	10836	2	arylation
CCCCCCCCc1c(C)[nH]c(C)c(Cl)c1=O	10837	2	arylation
Cc1ccc([S+]([O-])Cc2ccc(Cl)cc2)cc1	10838	2	arylation
Cn1ncc2cc(S(N)(=O)=O)c(Cl)cc2c1=O	10839	2	arylation
Cl/C(=N\Nc1ccccc1)c1ccc(Cl)c(Cl)c1	10840	2	arylation
Nc1nonc1-c1noc(COc2ccccc2Cl)n1	10841	2	arylation
Oc1ccc(/C=N/Nc2nccnc2Cl)cc1	10842	2	arylation
N/N=C1\NCCN1c1ccc(Cl)cc1	10843	2	arylation
O=C1OCC(N2CCOCC2)=C1c1cccc(Cl)c1	10844	2	arylation
Nc1ncc(-c2ccc(F)c(Cl)c2)c(N)n1	10845	2	arylation
Nc1nc(O)c2c(Cl)cccc2n1	10846	2	arylation
Cc1nc2sccc2c(=O)n1-c1cccc(Cl)c1	10847	2	arylation
O=C1C[C@H](O)C[C@@H](CCc2ccc(Cl)cc2Cl)O1	10848	2	arylation
O=C(c1[nH]nc(C2CC2)c1Cl)N1CCCC1	10849	2	arylation
Clc1ccc(Cn2nnc3ccccc32)cc1	10850	2	arylation
Cc1ccc(C(=O)O/N=C(\N)c2ccccc2)c(Cl)c1	10851	2	arylation
CN(C)C1=NC(=O)N(c2ccc(Cl)cc2)C1	10852	2	arylation
O=C1N=C(N2CCOCC2)CN1Cc1ccccc1Cl	10853	2	arylation
Clc1ccc(N2CCN(C3CCSC3)CC2)cc1	10854	2	arylation
O=C(NO)C1CCCc2c1[nH]c1ccc(Cl)cc21	10855	2	arylation
NS(=O)(=O)Cc1noc2ccc(Cl)cc12	10856	2	arylation
CN(C)S(=O)(=O)Cc1noc2ccc(Cl)cc12	10857	2	arylation
Clc1cccc(N2Cc3ccccc3-n3nncc3C2)c1	10858	2	arylation
O=C(NCCCc1nc(=O)[nH][nH]1)c1ccc(Cl)cn1	10859	2	arylation
Cc1ccc(C)n1NC(=O)c1ccc(Cl)cc1Cl	10860	2	arylation
O=C(CC(=O)NC1CCOC1=O)Cc1ccccc1Cl	10861	2	arylation
Cc1ccc2c(c1)CCNc1cccc(Cl)c1O2	10862	2	arylation
Cc1cc(Cl)cc(C2=NN(C(=N)S)CC2)c1	10863	2	arylation
Clc1cc(Cl)cc(/C=N/Oc2ccccc2)c1	10864	2	arylation
Fc1ccccc1CN=C(S)Nc1ccc(Cl)cc1	10865	2	arylation
CCOC(=O)c1c[nH]c2ccc(Cl)cc2c1=O	10866	2	arylation
COc1ccccc1/C=C/C(=O)c1ccc(Cl)cc1	10867	2	arylation
Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1C	10868	2	arylation
CCCCCCN1CCN(c2ccc(Cl)cc2)CC1	10869	2	arylation
O=C(c1ccco1)N1CCN(c2cccc(Cl)c2)CC1	10870	2	arylation
Nc1nnnn1/N=C/c1cc(Cl)cc(Cl)c1O	10871	2	arylation
CC1(C)CCC2=C(O1)c1ccc(Cl)cc1C(=O)C2=O	10872	2	arylation
O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1	10873	2	arylation
Oc1nc(Cc2ccccc2)nc2ccc(Cl)cc12	10874	2	arylation
Cn1cnnc1SCCOc1ccc(Cl)cc1	10875	2	arylation
CCCC(O)C(O)(Cn1cncn1)c1ccc(Cl)cc1	10876	2	arylation
Oc1c(Cl)cc(Cl)c2ccc(COCCF)nc12	10877	2	arylation
O=C(/C=C/c1ccc(Cl)cc1)NCCCCCO	10878	2	arylation
Clc1cccc(/C=N\Nc2nccs2)c1	10879	2	arylation
C[C@@H]1C[C@H]2CC(=O)C=CN2c2ccc(Cl)cc21	10880	2	arylation
OCCCc1cn(-c2ccnc3cc(Cl)ccc23)nn1	10881	2	arylation
O=C1/C(=C/c2cccc(Cl)c2)Oc2cc(O)cc(O)c21	10882	2	arylation
COc1ccc2nc3cc(Cl)ccc3c(C#N)c2c1	10883	2	arylation
Oc1ccc2ncn(-c3ccccc3Cl)c2n1	10884	2	arylation
COc1ccc2nc3ccc(C)cc3c(Cl)c2c1	10885	2	arylation
Clc1ccc(-c2cn3c(n2)SCC3)cc1	10886	2	arylation
O=C(NNc1ccccc1F)c1c(F)cccc1Cl	10887	2	arylation
Cc1nc(C(=O)N(C)C)nn1-c1cc(Cl)ccc1Cl	10888	2	arylation
Clc1ccc2[nH]c(COc3ccccc3)nc2c1	10889	2	arylation
O=Nc1ccc(Cl)cn1	10890	2	arylation
C/C(=N\Nc1nc2ccccc2[nH]1)c1ccc(Cl)s1	10891	2	arylation
Clc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1	10892	2	arylation
O=C1C=C(c2ccc(Cl)cc2)C(=O)N1Nc1ccccc1	10893	2	arylation
SCc1ccccc1Cl	10894	2	arylation
CC(C)=NNc1nc(-c2ccc(Cl)cc2)cs1	10895	2	arylation
COc1ccc(N(C)c2nc(Cl)nc3[nH]cnc23)cc1	10896	2	arylation
CNS(=O)(=O)c1cc(OCC(N)=O)c(C)cc1Cl	10897	2	arylation
O=C(/C=C/c1ccccc1Cl)NCCc1ccccc1	10898	2	arylation
Cc1nnc(S)n1-c1cccc(Cl)c1	10899	2	arylation
CSc1n[nH]c(NCc2ccc(Cl)cc2)n1	10900	2	arylation
Cc1ccc(C(=O)NCCN2CCOCC2)c(Cl)n1	10901	2	arylation
Clc1ccc(Cn2cncc2-c2ccccc2)cc1	10902	2	arylation
